iter	RMSE
1666	6375.102508
1667	6373.685666
1668	6371.637986
1669	6368.687822
1670	6366.497778
1671	6365.096772
1672	6362.876201
1673	6360.702468
1674	6358.010569
1675	6353.893884
1676	6352.062109
1677	6350.278837
1678	6347.223838
1679	6343.353352
1680	6341.134563
1681	6338.103171
1682	6334.821767
1683	6331.000566
1684	6325.327159
1685	6322.150567
1686	6320.480302
1687	6314.917793
1688	6313.117566
1689	6310.282354
1690	6306.986075
1691	6304.016905
1692	6300.946932
1693	6298.092662
1694	6296.114964
1695	6294.493181
1696	6291.680042
1697	6289.240738
1698	6286.585622
1699	6284.620243
