iter	RMSE
371	14521.70053
372	14509.55616
373	14501.10469
374	14480.44479
375	14471.00804
376	14457.77907
377	14441.28079
378	14430.29856
379	14420.81772
380	14412.1446
381	14398.55205
382	14386.9601
383	14372.79864
384	14362.78541
385	14347.99426
386	14335.51341
387	14325.32549
388	14310.7015
389	14299.45099
390	14288.44796
391	14276.7721
392	14259.53194
393	14245.7586
394	14236.25726
395	14223.40514
396	14210.64928
397	14196.79452
398	14174.50981
399	14162.50752
400	14145.47425
401	14132.51284
402	14126.51257
403	14114.75971
404	14102.58383
405	14091.47145
406	14079.83897
407	14060.58979
408	14052.55605
409	14036.23272
410	14021.31431
411	14007.43495
412	13991.4856
413	13976.03485
414	13963.50286
415	13949.09714
416	13938.22095
417	13925.92109
418	13911.97783
419	13894.00045
420	13881.15431
421	13868.63423
422	13854.62019
423	13840.14476
424	13826.42285
425	13810.02255
426	13796.3818
427	13788.663
428	13777.58458
429	13761.18199
430	13749.59727
431	13736.76008
432	13725.58573
433	13710.85051
434	13700.88684
435	13688.18212
436	13675.74229
437	13665.5703
438	13655.98762
439	13647.11165
440	13636.03188
441	13626.22961
442	13615.44101
443	13602.59623
444	13591.73284
445	13583.13576
446	13570.402
447	13561.56517
448	13550.76162
449	13539.42605
450	13525.66727
451	13512.22725
452	13500.72988
453	13480.81947
454	13467.1737
455	13447.55166
456	13430.90738
457	13422.02974
458	13413.19832
459	13402.20693
460	13387.48457
461	13379.77396
462	13368.9623
463	13356.70049
464	13346.05015
465	13334.7153
466	13324.03877
467	13314.30671
468	13299.66204
469	13287.75286
470	13276.53752
471	13265.32092
472	13254.90793
473	13243.41845
474	13232.25013
475	13219.86568
476	13204.17076
477	13193.87702
478	13184.566
479	13174.32879
480	13164.19926
481	13155.00811
482	13141.87429
483	13129.01884
484	13117.51155
485	13106.7409
486	13092.85855
487	13081.8047
488	13068.63717
489	13059.03658
490	13046.95073
491	13029.91064
492	13018.7922
493	13003.23321
494	12984.77346
495	12976.10603
496	12962.16817
497	12953.42826
498	12938.21495
499	12928.50123
500	12913.08602
501	12903.41895
502	12889.11917
503	12877.05918
504	12865.145
505	12851.14102
506	12841.97127
507	12832.60676
508	12821.7218
509	12812.37776
510	12799.12955
511	12787.24236
512	12773.80205
513	12761.89051
514	12748.66627
515	12736.57888
516	12726.48384
517	12718.89798
518	12707.0643
519	12699.39746
520	12688.68073
521	12680.70419
522	12670.62605
523	12661.05134
524	12649.24232
525	12637.72995
526	12627.27659
527	12617.49282
528	12608.59116
529	12598.89107
530	12589.69133
531	12577.29369
532	12567.37526
533	12556.38133
534	12543.86927
535	12534.19007
536	12520.94731
537	12506.95127
538	12498.50389
539	12481.08859
540	12468.6809
541	12459.50855
542	12451.52943
543	12441.18437
544	12432.97969
545	12423.43783
546	12412.74426
547	12400.9259
548	12389.97405
549	12378.76044
550	12362.90523
551	12354.20351
552	12342.30595
553	12333.32379
554	12327.20932
555	12317.44225
556	12306.34932
557	12295.50171
558	12285.64616
559	12277.69742
560	12269.65202
561	12260.62791
562	12251.24481
563	12240.41527
564	12228.59107
565	12216.46693
566	12208.34399
567	12200.34103
568	12193.98595
569	12187.02568
570	12174.84338
571	12169.48554
572	12157.20724
573	12147.17866
574	12132.05977
575	12118.01661
576	12110.89913
577	12099.89997
578	12087.01178
579	12078.56241
580	12070.40366
581	12061.20693
582	12053.28316
583	12043.8548
584	12033.40712
585	12023.41657
586	12013.06976
587	12005.17882
588	11997.65035
589	11988.64819
590	11982.96779
591	11974.75631
592	11965.57286
593	11955.51461
594	11947.66888
595	11933.77223
596	11922.77203
597	11913.97854
598	11902.48172
599	11891.74962
600	11884.58667
601	11877.23182
602	11863.98975
603	11856.34461
604	11847.51534
605	11840.16249
606	11828.27504
607	11818.88959
608	11810.89994
609	11802.84001
610	11793.61698
611	11786.57694
612	11779.56158
613	11770.91253
614	11761.05448
615	11752.06625
616	11737.31549
617	11727.40529
618	11720.07503
619	11709.49973
620	11698.3553
621	11687.32704
622	11678.25387
623	11664.1296
624	11655.64223
625	11644.64571
626	11636.91806
627	11626.72233
628	11617.34175
629	11607.21622
630	11598.17374
631	11588.0873
632	11579.19233
633	11570.32079
634	11556.57401
635	11548.41179
636	11542.07786
637	11530.91419
638	11520.59011
639	11511.78205
640	11504.22032
641	11497.01551
642	11489.12344
643	11484.60692
644	11475.52609
645	11468.88612
646	11458.18799
647	11445.46399
648	11438.1357
649	11430.29728
650	11422.68726
651	11415.0161
652	11406.29254
653	11397.43337
654	11387.08888
655	11377.21109
656	11368.884
657	11361.22976
658	11351.12455
659	11340.32873
660	11333.19376
661	11324.8637
662	11318.76343
663	11312.91929
664	11299.39106
665	11292.69075
666	11283.39645
667	11274.06767
668	11262.31213
669	11256.73828
670	11250.16651
671	11244.0625
672	11236.55985
673	11223.28385
674	11216.60615
675	11209.50114
676	11199.11113
677	11190.54716
678	11183.67273
679	11176.92614
680	11168.62018
681	11162.53516
682	11150.48995
683	11142.25202
684	11133.12361
685	11122.87178
686	11113.51842
687	11100.78042
688	11090.27457
689	11081.94553
690	11073.63481
691	11065.06487
692	11056.65794
693	11043.95552
694	11035.02574
695	11023.96166
696	11014.54609
697	11004.34727
698	10996.55234
699	10988.4264
700	10980.57836
701	10970.82705
702	10965.23582
703	10954.00604
704	10945.69798
705	10939.56697
706	10931.7852
707	10927.3638
708	10921.3596
709	10914.04941
710	10908.01522
711	10902.46061
712	10896.71152
713	10890.69493
714	10883.13765
715	10879.02453
716	10870.04807
717	10863.10234
718	10854.0233
719	10845.44588
720	10839.8674
721	10831.96077
722	10824.93168
723	10815.72454
724	10810.79648
725	10802.35408
726	10793.35013
727	10785.19275
728	10775.99654
729	10768.26765
730	10761.48923
731	10752.33213
732	10746.543
733	10738.01694
734	10729.16158
735	10722.5684
736	10716.73413
737	10707.18208
738	10698.21293
739	10693.82445
740	10686.13737
741	10678.47765
742	10673.27753
743	10661.76641
744	10653.50463
745	10646.09763
746	10635.52572
747	10628.74379
748	10619.3187
749	10611.16293
750	10606.16623
751	10598.53355
752	10592.41879
753	10584.49405
754	10577.16829
755	10567.54164
756	10561.19607
757	10554.23451
758	10546.34607
759	10542.64896
760	10536.45003
761	10528.13121
762	10521.02987
763	10512.39289
764	10506.37869
765	10496.33984
766	10487.37042
767	10479.21039
768	10471.34612
769	10463.98362
770	10457.49722
771	10446.39951
772	10438.65043
773	10433.84918
774	10423.8271
775	10416.85516
776	10409.26646
777	10405.14204
778	10398.20282
779	10389.22299
780	10381.54713
781	10374.60165
782	10368.43267
783	10359.29196
784	10351.50949
785	10342.82559
786	10337.65715
787	10331.175
788	10324.48345
789	10318.88392
790	10309.8328
791	10303.05592
792	10297.13426
793	10290.10201
794	10280.61846
795	10274.63059
796	10269.89694
797	10262.92319
798	10253.88182
799	10247.21421
800	10240.80572
801	10235.01535
802	10227.38637
803	10219.08807
804	10214.31656
805	10207.46389
806	10202.2092
807	10195.4418
808	10188.67994
809	10182.20908
810	10174.14483
811	10167.59517
812	10159.02619
813	10151.61295
814	10146.79257
815	10137.55462
816	10128.89404
817	10122.78408
818	10114.24752
819	10107.2707
820	10101.17425
821	10094.4262
822	10087.54868
823	10081.39122
824	10073.91468
825	10067.53284
826	10059.9074
827	10053.62105
828	10048.83168
829	10043.86167
830	10036.87168
831	10030.47737
832	10022.90551
833	10016.03014
834	10010.38738
835	10003.96791
836	9998.593254
837	9993.329144
838	9987.978057
839	9981.45704
840	9972.136273
841	9964.310164
842	9958.022676
843	9953.202998
844	9945.211206
845	9936.780384
846	9931.897368
847	9925.658623
848	9918.880111
849	9911.334263
850	9905.445295
851	9899.722457
852	9894.088258
853	9888.257881
854	9879.405153
855	9874.434499
856	9865.459493
857	9859.175118
858	9850.392647
859	9845.464102
860	9839.252325
861	9834.506933
862	9829.602159
863	9822.014726
864	9819.255612
865	9813.737346
866	9805.499713
867	9797.449203
868	9791.677531
869	9787.133109
870	9781.306505
871	9774.432909
872	9766.152365
873	9759.837092
874	9753.180319
875	9746.311581
876	9739.875346
877	9734.60975
878	9727.642978
879	9719.792335
880	9712.123542
881	9703.2313
882	9696.980988
883	9691.724262
884	9686.089138
885	9681.68474
886	9674.222816
887	9668.500104
888	9661.982767
889	9655.812059
890	9644.73257
891	9638.547328
892	9631.357474
893	9625.963331
894	9619.016278
895	9613.256492
896	9606.337224
897	9599.029184
898	9593.282707
899	9588.555159
900	9580.636793
901	9572.848281
902	9567.595792
903	9562.860631
904	9557.065864
905	9549.041891
906	9543.031538
907	9534.888533
908	9528.763697
909	9524.490495
910	9518.410149
911	9511.434812
912	9506.094801
913	9501.933059
914	9496.683566
915	9489.59688
916	9484.552587
917	9480.213239
918	9473.30441
919	9466.758346
920	9460.354187
921	9455.122786
922	9448.506044
923	9441.391676
924	9435.416654
925	9429.757653
926	9422.937254
927	9417.59765
928	9412.702582
929	9405.394844
930	9397.427857
931	9391.682921
932	9386.300909
933	9381.234501
934	9373.982806
935	9366.602253
936	9360.33757
937	9356.106255
938	9348.742787
939	9341.472191
940	9336.186047
941	9331.080008
942	9325.717328
943	9319.334432
944	9312.794967
945	9306.900538
946	9301.845954
947	9297.351885
948	9289.52398
949	9282.116754
950	9274.745264
951	9267.969997
952	9260.596442
953	9255.375451
954	9248.930945
955	9244.396339
956	9238.370787
957	9232.526897
958	9226.505735
959	9220.626019
960	9214.06768
961	9207.169688
962	9200.989987
963	9195.990754
964	9188.688361
965	9184.852848
966	9180.7338
967	9173.991678
968	9169.331266
969	9163.564731
970	9158.48806
971	9152.424827
972	9146.775055
973	9143.134601
974	9137.649734
975	9133.727524
976	9129.761424
977	9123.476853
978	9117.883867
979	9111.906428
980	9106.878713
981	9100.761755
982	9094.957764
983	9090.745596
984	9086.445289
985	9079.341505
986	9074.905473
987	9069.46803
988	9064.224946
989	9058.03042
990	9053.898651
991	9049.568992
992	9045.939436
993	9040.607163
994	9033.931661
995	9027.0209
996	9023.857259
997	9020.577784
998	9014.487199
999	9009.888142
1000	9004.616112
1001	8997.600592
1002	8991.8704
1003	8985.973856
1004	8980.526181
1005	8972.475282
1006	8966.608652
1007	8962.4011
1008	8957.572469
1009	8954.219786
1010	8950.059534
1011	8945.745506
1012	8938.585951
1013	8935.41673
1014	8929.069864
1015	8921.581447
1016	8915.159565
1017	8908.748521
1018	8903.733561
1019	8897.514354
1020	8889.094968
1021	8885.295015
1022	8879.930772
1023	8875.154531
1024	8868.903423
1025	8863.396727
1026	8856.09028
1027	8850.533287
1028	8845.043835
1029	8840.541444
1030	8834.194978
1031	8827.712513
1032	8821.6103
1033	8816.456494
1034	8813.509246
1035	8809.988346
1036	8803.904492
1037	8798.317286
1038	8790.417251
1039	8784.364749
1040	8779.259878
1041	8773.633367
1042	8769.503052
1043	8762.299919
1044	8755.851881
1045	8751.248026
1046	8746.453542
1047	8742.90526
1048	8738.06591
1049	8731.261421
1050	8727.673141
1051	8723.682746
1052	8719.02156
1053	8712.273252
1054	8708.798052
1055	8704.436675
1056	8697.767578
1057	8693.814722
1058	8689.830875
1059	8685.951132
1060	8680.327322
1061	8674.202315
1062	8670.114684
1063	8663.723367
1064	8659.259912
1065	8653.976044
1066	8649.265597
1067	8644.489178
1068	8639.631423
1069	8636.483453
1070	8631.09187
1071	8624.45617
1072	8619.282715
1073	8616.752884
1074	8612.69616
1075	8607.642017
1076	8601.826045
1077	8597.001678
1078	8592.638498
1079	8589.506089
1080	8585.269614
1081	8580.827058
1082	8575.105789
1083	8571.903035
1084	8565.307796
1085	8558.951052
1086	8552.855624
1087	8546.694092
1088	8541.773968
1089	8535.931179
1090	8532.660164
1091	8528.446265
1092	8523.786953
1093	8518.018886
1094	8513.852139
1095	8507.129761
1096	8503.200445
1097	8497.139128
1098	8491.157882
1099	8486.066593
1100	8480.433792
1101	8476.360351
1102	8471.270508
1103	8466.882792
1104	8461.356133
1105	8455.962262
1106	8451.986163
1107	8447.755477
1108	8444.639487
1109	8439.008101
1110	8434.766003
1111	8430.885601
1112	8424.761816
1113	8422.12083
1114	8415.464297
1115	8410.104069
1116	8404.709938
1117	8401.063391
1118	8396.390835
1119	8392.407672
1120	8389.457252
1121	8384.407988
1122	8378.94468
1123	8375.797706
1124	8369.147483
1125	8361.21799
1126	8356.638028
1127	8352.359764
1128	8349.23571
1129	8341.610986
1130	8334.909127
1131	8331.2976
1132	8327.160876
1133	8320.935295
1134	8314.813681
1135	8308.596711
1136	8302.983509
1137	8298.87507
1138	8294.496184
1139	8289.517727
1140	8284.497768
1141	8281.161818
1142	8276.427976
1143	8272.280948
1144	8267.526258
1145	8261.317955
1146	8256.086435
1147	8252.187286
1148	8249.292731
1149	8244.375579
1150	8238.905708
1151	8234.976298
1152	8230.236255
1153	8227.35165
1154	8225.167582
1155	8221.696608
1156	8217.130001
1157	8212.990679
1158	8204.66453
1159	8198.669261
1160	8194.855139
1161	8190.937189
1162	8186.992334
1163	8182.640458
1164	8179.239004
1165	8175.317823
1166	8169.000374
1167	8165.821401
1168	8162.252297
1169	8158.889857
1170	8156.374553
1171	8152.135212
1172	8149.010465
1173	8140.878803
1174	8136.650774
1175	8132.816714
1176	8128.064477
1177	8123.853876
1178	8120.300874
1179	8115.292875
1180	8109.209789
1181	8104.185934
1182	8099.409886
1183	8094.995679
1184	8091.440278
1185	8086.8866
1186	8083.674185
1187	8078.959387
1188	8074.071116
1189	8069.103408
1190	8064.282618
1191	8060.652138
1192	8056.324189
1193	8052.580274
1194	8045.406452
1195	8041.579118
1196	8038.752716
1197	8034.783045
1198	8030.092838
1199	8025.861338
1200	8021.907602
1201	8017.366668
1202	8013.797524
1203	8009.081531
1204	8004.839906
1205	7998.448845
1206	7993.731123
1207	7990.699141
1208	7985.99368
1209	7980.564291
1210	7975.419034
1211	7972.723643
1212	7965.895437
1213	7961.525633
1214	7957.244853
1215	7951.364943
1216	7948.168259
1217	7944.981118
1218	7941.361672
1219	7938.268398
1220	7932.019764
1221	7929.635416
1222	7924.926851
1223	7919.716849
1224	7916.118629
1225	7912.24004
1226	7908.771752
1227	7903.347646
1228	7898.166548
1229	7894.077795
1230	7891.277303
1231	7887.679859
1232	7884.051338
1233	7879.879749
1234	7876.747279
1235	7873.040636
1236	7868.049664
1237	7863.306908
1238	7859.828553
1239	7855.510225
1240	7850.709225
1241	7847.259959
1242	7843.174941
1243	7839.105717
1244	7836.505844
1245	7833.624028
1246	7828.852821
1247	7826.557444
1248	7823.464109
1249	7821.278499
1250	7817.702861
1251	7815.302081
1252	7811.200854
1253	7807.458025
1254	7802.757564
1255	7797.374549
1256	7794.865616
1257	7789.619112
1258	7784.748421
1259	7781.916713
1260	7778.858234
1261	7775.712457
1262	7772.492325
1263	7768.42676
1264	7762.27891
1265	7758.740282
1266	7751.4796
1267	7747.74777
1268	7744.233365
1269	7741.773488
1270	7739.717275
1271	7735.59713
1272	7730.590783
1273	7727.479927
1274	7721.570948
1275	7717.427088
1276	7712.580345
1277	7709.172641
1278	7704.960865
1279	7701.496363
1280	7698.976295
1281	7695.248771
1282	7691.286181
1283	7687.049449
1284	7683.589017
1285	7678.722576
1286	7673.87935
1287	7669.323907
1288	7666.178706
1289	7661.541802
1290	7657.204833
1291	7653.943248
1292	7648.002827
1293	7644.013932
1294	7641.466372
1295	7636.609664
1296	7634.688641
1297	7631.476999
1298	7628.655325
1299	7623.673415
1300	7619.161285
1301	7613.946022
1302	7611.188759
1303	7606.443703
1304	7603.030239
1305	7599.864928
1306	7596.336932
1307	7591.245601
1308	7585.69121
1309	7583.370687
1310	7578.952972
1311	7576.626248
1312	7572.268929
1313	7566.91749
1314	7565.121004
1315	7560.374615
1316	7555.33203
1317	7550.360994
1318	7545.803889
1319	7543.768187
1320	7538.990498
1321	7534.699755
1322	7529.235454
1323	7526.190402
1324	7522.471383
1325	7519.472155
1326	7514.97907
1327	7511.717847
1328	7507.687317
1329	7503.849851
1330	7500.054547
1331	7496.383849
1332	7491.159134
1333	7487.130275
1334	7483.373241
1335	7479.93114
1336	7477.018265
1337	7471.849656
1338	7468.355245
1339	7462.254176
1340	7458.195988
1341	7454.779924
1342	7452.318321
1343	7448.509421
1344	7446.740391
1345	7442.446464
1346	7438.702819
1347	7436.098292
1348	7433.005147
1349	7428.103333
1350	7424.340734
1351	7420.271332
1352	7413.413945
1353	7410.012175
1354	7407.800699
1355	7404.26089
1356	7401.076957
1357	7394.960204
1358	7391.81801
1359	7388.582276
1360	7383.3755
1361	7380.310509
1362	7374.313389
1363	7369.322229
1364	7366.096681
1365	7364.092392
1366	7360.020132
1367	7357.364436
1368	7351.584148
1369	7347.851374
1370	7344.080488
1371	7340.51402
1372	7335.117781
1373	7331.233605
1374	7328.649895
1375	7324.196167
1376	7322.058111
1377	7318.487611
1378	7312.363425
1379	7309.082693
1380	7304.600652
1381	7301.118442
1382	7298.335718
1383	7293.894045
1384	7290.444761
1385	7286.693418
1386	7280.230753
1387	7275.90999
1388	7270.046823
1389	7263.976594
1390	7260.810145
1391	7256.49603
1392	7252.740763
1393	7249.458037
1394	7245.743314
1395	7243.115341
1396	7238.759484
1397	7237.329005
1398	7233.946317
1399	7229.586754
1400	7226.569821
1401	7223.91261
1402	7220.338347
1403	7217.184509
1404	7215.310261
1405	7212.172421
1406	7207.741519
1407	7202.817978
1408	7199.358706
1409	7194.694741
1410	7192.470399
1411	7189.476783
1412	7187.037853
1413	7182.113358
1414	7177.670549
1415	7174.440263
1416	7170.34628
1417	7165.525343
1418	7161.681965
1419	7156.930046
1420	7152.975956
1421	7147.971318
1422	7143.082311
1423	7140.204094
1424	7137.262378
1425	7135.294958
1426	7133.305857
1427	7130.08865
1428	7127.962128
1429	7124.442679
1430	7121.463381
1431	7117.926735
1432	7114.727938
1433	7110.377698
1434	7105.387998
1435	7101.428332
1436	7097.642741
1437	7094.043173
1438	7092.444727
1439	7090.446773
1440	7086.908419
1441	7082.874845
1442	7081.071697
1443	7078.439905
1444	7076.143821
1445	7072.857092
1446	7068.17142
1447	7066.00462
1448	7061.589298
1449	7059.424481
1450	7056.174007
1451	7053.560746
1452	7049.395628
1453	7046.95183
1454	7041.834942
1455	7039.791681
1456	7036.220404
1457	7030.963607
1458	7027.711832
1459	7022.615298
1460	7018.010176
1461	7013.6936
1462	7010.90192
1463	7007.386252
1464	7004.933115
1465	7000.863537
1466	6997.166441
1467	6994.122372
1468	6989.566209
1469	6988.100405
1470	6984.200651
1471	6981.2027
1472	6978.400449
1473	6975.250986
1474	6972.59193
1475	6968.051957
1476	6965.158177
1477	6963.488164
1478	6959.925723
1479	6956.353913
1480	6953.532381
1481	6948.071644
1482	6942.781307
1483	6940.280246
1484	6936.829748
1485	6934.578301
1486	6932.219088
1487	6928.480548
1488	6925.650361
1489	6923.509539
1490	6919.978445
1491	6916.007627
1492	6912.514065
1493	6909.848092
1494	6905.124728
1495	6902.86645
1496	6899.536476
1497	6893.852292
1498	6889.543493
1499	6888.661442
1500	6885.827562
1501	6883.56257
1502	6879.741798
1503	6876.806014
1504	6872.584837
1505	6867.429724
1506	6865.021178
1507	6863.206906
1508	6857.048997
1509	6854.361705
1510	6849.872483
1511	6844.104545
1512	6840.460677
1513	6837.215285
1514	6834.065802
1515	6831.666299
1516	6829.161875
1517	6825.791641
1518	6822.733835
1519	6818.746433
1520	6816.538364
1521	6812.944644
1522	6810.165699
1523	6805.141554
1524	6801.405641
1525	6797.899341
1526	6794.655326
1527	6790.992786
1528	6787.051045
1529	6782.834945
1530	6779.683482
1531	6777.049208
1532	6773.713801
1533	6770.526553
1534	6767.95934
1535	6764.5156
1536	6760.322552
1537	6757.19112
1538	6753.150137
1539	6749.182491
1540	6747.999815
1541	6745.448777
1542	6743.733678
1543	6742.855553
1544	6740.417622
1545	6736.720601
1546	6734.179379
1547	6730.901976
1548	6727.915882
1549	6725.623484
1550	6722.325075
1551	6720.337862
1552	6716.91137
1553	6714.409665
1554	6709.971674
1555	6708.756085
1556	6706.166945
1557	6703.58169
1558	6701.189472
1559	6697.98869
1560	6694.525256
1561	6691.610238
1562	6688.75696
1563	6684.482751
1564	6682.45476
1565	6678.352672
1566	6674.021359
1567	6670.647935
1568	6668.006305
1569	6666.186316
1570	6662.337729
1571	6659.995589
1572	6657.544296
1573	6655.086254
1574	6652.01559
1575	6647.650126
1576	6645.154044
1577	6642.358447
1578	6639.14217
1579	6636.057202
1580	6632.843305
1581	6629.340606
1582	6626.802214
1583	6621.719611
1584	6617.882806
1585	6615.634492
1586	6610.353076
1587	6607.282165
1588	6601.545652
1589	6598.566128
1590	6593.512614
1591	6591.174519
1592	6585.753253
1593	6583.378166
1594	6580.703169
1595	6578.139522
1596	6575.223028
1597	6570.956136
1598	6567.688706
1599	6564.953507
1600	6562.335443
1601	6559.898676
1602	6556.404248
1603	6554.171169
1604	6551.444589
1605	6547.835756
1606	6544.684892
1607	6541.09719
1608	6537.243042
1609	6534.671298
1610	6532.245401
1611	6531.181298
1612	6527.561322
1613	6524.224502
1614	6521.939554
1615	6518.17868
1616	6517.657879
1617	6515.220411
1618	6511.58691
1619	6509.583945
1620	6505.904293
1621	6502.613153
1622	6499.033913
1623	6496.53623
1624	6493.619283
1625	6490.089287
1626	6487.549685
1627	6484.233635
1628	6481.86353
1629	6478.184473
1630	6476.168464
1631	6471.938533
1632	6469.129256
1633	6468.718191
1634	6465.247021
1635	6462.258027
1636	6459.54366
1637	6457.364214
1638	6454.696885
1639	6451.497492
1640	6449.10457
1641	6445.675457
1642	6440.742658
1643	6437.828047
1644	6434.809228
1645	6431.381088
1646	6430.144327
1647	6424.17929
1648	6420.751887
1649	6419.071346
1650	6415.854758
1651	6413.333194
1652	6411.92734
1653	6408.545747
1654	6406.389995
1655	6403.82792
1656	6399.739814
1657	6397.512093
1658	6394.826123
1659	6392.435278
1660	6390.357622
1661	6388.096302
1662	6386.180568
1663	6383.926617
1664	6381.027043
1665	6376.804964
