iter	RMSE
331	11611.91123
332	11597.90496
333	11585.75071
334	11568.01888
335	11549.46005
336	11531.4283
337	11525.87692
338	11510.12822
339	11499.80238
340	11472.33699
341	11453.9703
342	11446.71471
343	11426.14956
344	11413.38359
345	11397.53787
346	11386.67779
347	11374.24029
348	11358.96211
349	11345.55903
350	11340.47357
351	11325.31672
352	11302.60249
353	11284.39578
354	11261.73678
355	11242.89796
356	11224.76776
357	11207.13889
358	11185.17129
359	11176.74019
360	11171.72856
361	11164.47433
362	11149.52213
363	11136.82321
364	11116.31424
365	11096.11169
366	11089.1134
367	11071.10013
368	11066.6829
369	11050.97009
370	11025.48509
371	11012.2096
372	10999.98362
373	10978.56037
374	10961.66047
375	10944.13244
376	10925.24792
377	10896.70274
378	10878.33797
379	10863.01809
380	10852.44726
381	10840.54935
382	10823.31507
383	10809.09924
384	10805.02892
385	10791.88441
386	10786.37057
387	10771.22023
388	10753.72233
389	10737.18466
390	10733.44412
391	10716.21348
392	10710.84648
393	10701.5464
394	10691.22769
395	10678.39693
396	10673.88724
397	10654.32249
398	10647.71188
399	10630.86484
400	10609.95215
401	10606.3514
402	10588.29028
403	10577.66863
404	10561.51294
405	10557.00564
406	10540.59593
407	10525.61038
408	10518.68923
409	10513.51401
410	10495.6485
411	10473.1165
412	10472.2943
413	10457.96655
414	10444.56118
415	10425.54972
416	10408.36621
417	10392.92206
418	10391.17633
419	10377.87846
420	10367.67039
421	10356.85745
422	10343.50037
423	10338.44847
424	10316.86212
425	10312.36993
426	10300.84306
427	10291.92407
428	10279.15547
429	10267.30714
430	10250.84165
431	10240.00049
432	10223.54832
433	10201.78496
434	10183.4259
435	10179.7471
436	10167.81875
437	10147.867
438	10125.39901
439	10118.23753
440	10104.7264
441	10093.30336
442	10066.85621
443	10042.72518
444	10038.75836
445	10033.72737
446	10029.68166
447	10015.2839
448	10010.84972
449	9994.974432
450	9977.523108
451	9966.96185
452	9939.893262
453	9926.04201
454	9906.657861
455	9893.123096
456	9874.364151
457	9862.767014
458	9853.765385
459	9833.897488
460	9830.863985
461	9821.078536
462	9801.907659
463	9798.953699
464	9787.708876
465	9776.332308
466	9762.324415
467	9750.952936
468	9736.151968
469	9729.203903
470	9725.417376
471	9711.181905
472	9710.476932
473	9698.966683
474	9691.832076
475	9682.346963
476	9668.657312
477	9655.563271
478	9652.35049
479	9638.423882
480	9618.44397
481	9603.781288
482	9581.920426
483	9568.143597
484	9557.297003
485	9542.551254
486	9538.791071
487	9526.657734
488	9518.12632
489	9508.97617
490	9499.542922
491	9487.200492
492	9473.983297
493	9470.895428
494	9452.250486
495	9448.156942
496	9431.033461
497	9420.171016
498	9408.987171
499	9396.508678
500	9386.616783
501	9367.440343
502	9348.909894
503	9334.173441
504	9315.818679
505	9309.887744
506	9292.674512
507	9282.9493
508	9272.009826
509	9262.559289
510	9258.813585
511	9251.495775
512	9241.307449
513	9232.031532
514	9222.504134
515	9213.940338
516	9201.479303
517	9188.923078
518	9172.11241
519	9156.403444
520	9147.32332
521	9132.67336
522	9122.939608
523	9107.597177
524	9098.098192
525	9086.787359
526	9072.409153
527	9055.961474
528	9054.768705
529	9041.940575
530	9023.749337
531	9008.907485
532	8999.572342
533	8984.77745
534	8972.188661
535	8950.97544
536	8944.531688
537	8936.31959
538	8925.629802
539	8915.654379
540	8899.117029
541	8881.250828
542	8871.45842
543	8860.912116
544	8849.132345
545	8836.427909
546	8831.175724
547	8823.596643
548	8813.356144
549	8800.293238
550	8797.232092
551	8794.642531
552	8785.606865
553	8774.604782
554	8763.826637
555	8761.549698
556	8754.740963
557	8741.698959
558	8733.12412
559	8726.020538
560	8720.897221
561	8719.969967
562	8715.173029
563	8696.797805
564	8689.509153
565	8674.902342
566	8668.519119
567	8657.664396
568	8639.97826
569	8626.141076
570	8611.987533
571	8600.097051
572	8579.128582
573	8578.244654
574	8569.783365
575	8557.051666
576	8543.848052
577	8530.900624
578	8523.061856
579	8506.386596
580	8496.924996
581	8480.464494
582	8474.369864
583	8459.955547
584	8457.920836
585	8447.442748
586	8438.691053
587	8431.883423
588	8423.329071
589	8416.915981
590	8414.123614
591	8406.777151
592	8399.565911
593	8396.575544
594	8384.440506
595	8370.224846
596	8357.862288
597	8347.289722
598	8333.664217
599	8331.411464
600	8310.426654
601	8301.115331
602	8291.330995
603	8283.981108
604	8274.122792
605	8262.168356
606	8251.469756
607	8239.136167
608	8229.615934
609	8220.712698
610	8209.184927
611	8203.492517
612	8193.001581
613	8182.740583
614	8167.462785
615	8155.727461
616	8153.72128
617	8140.441758
618	8136.215889
619	8123.332358
620	8113.419856
621	8103.450389
622	8090.498685
623	8082.258239
624	8080.189486
625	8078.136318
626	8067.203255
627	8059.502748
628	8047.905395
629	8040.243013
630	8026.93461
631	8014.762699
632	8000.104996
633	7997.229257
634	7987.040156
635	7974.820732
636	7962.321955
637	7959.272407
638	7951.970405
639	7942.069573
640	7933.0705
641	7922.436064
642	7921.504516
643	7911.254489
644	7903.851974
645	7896.632877
646	7885.360831
647	7871.058321
648	7858.213413
649	7850.586618
650	7837.857092
651	7829.955898
652	7812.143307
653	7801.741419
654	7793.454691
655	7787.003435
656	7782.959401
657	7780.635603
658	7772.506337
659	7770.841462
660	7766.515614
661	7761.844054
662	7750.789252
663	7740.207491
664	7731.235245
665	7719.689749
666	7715.63999
667	7708.60443
668	7695.468674
669	7690.789797
670	7685.049558
671	7681.483843
672	7668.511604
673	7652.111721
674	7650.147816
675	7644.415561
676	7629.922972
677	7618.75106
678	7607.994496
679	7602.407101
680	7584.926074
681	7580.053574
682	7576.738651
683	7575.030009
684	7568.316269
685	7556.607098
686	7543.987028
687	7535.368031
688	7525.087033
689	7523.039308
690	7512.638556
691	7508.278612
692	7503.037597
693	7494.531985
694	7486.39958
695	7476.109307
696	7472.746195
697	7469.231347
698	7459.382706
699	7450.589084
700	7449.300992
701	7448.71351
702	7443.688965
703	7436.603558
704	7425.773337
705	7420.162024
706	7415.164749
707	7398.132697
708	7387.642466
709	7379.771678
710	7366.811345
711	7353.796113
712	7349.684469
713	7341.551855
714	7333.29137
715	7323.337919
716	7314.213603
717	7308.551472
718	7297.0005
719	7282.832657
720	7275.365328
721	7265.510342
722	7250.036484
723	7243.065387
724	7232.003639
725	7227.528573
726	7216.230613
727	7209.167764
728	7200.859659
729	7191.045085
730	7185.820769
731	7184.22304
732	7176.543708
733	7163.08617
734	7159.121253
735	7151.214324
736	7146.540975
737	7139.980792
738	7130.359316
739	7123.531428
740	7119.149373
741	7105.339766
742	7104.217013
743	7096.518579
744	7091.624724
745	7076.791881
746	7072.258285
747	7059.51494
748	7050.317972
749	7042.746617
750	7032.85509
751	7027.642223
752	7018.610795
753	7008.681441
754	7000.578539
755	6984.680495
756	6973.557675
757	6962.060655
758	6952.208005
759	6950.115381
760	6941.087755
761	6938.592891
762	6929.90783
763	6922.421478
764	6912.451097
765	6906.071101
766	6895.484829
767	6886.556767
768	6877.907117
769	6875.721404
770	6865.445283
771	6860.430162
772	6851.784328
773	6843.559896
774	6838.242168
775	6830.954624
776	6818.033436
777	6815.359504
778	6805.453739
779	6790.315326
780	6780.674471
781	6770.477123
782	6768.120847
783	6761.456942
784	6753.010097
785	6749.57964
786	6739.871563
787	6738.245647
788	6732.06116
789	6722.342802
790	6708.278154
791	6700.539892
792	6694.106884
793	6687.572977
794	6680.358902
795	6669.411005
796	6668.806427
797	6665.862583
798	6660.40609
799	6651.499888
800	6638.60702
801	6632.689737
802	6631.338528
803	6624.925174
804	6624.447692
805	6619.631467
806	6612.577442
807	6608.267647
808	6598.303071
809	6589.614239
810	6581.545114
811	6573.347242
812	6567.036905
813	6564.396733
814	6550.365866
815	6548.794707
816	6537.89024
817	6533.500832
818	6526.299807
819	6525.454114
820	6521.420474
821	6514.123223
822	6509.375874
823	6499.57121
824	6497.193205
825	6492.740812
826	6489.447213
827	6482.838519
828	6477.039795
829	6471.542653
830	6459.457989
831	6449.274448
832	6444.990661
833	6430.589962
834	6423.478869
835	6415.799625
836	6407.423773
837	6394.926674
838	6386.838406
839	6377.819216
840	6376.068196
841	6368.775446
842	6366.914459
843	6358.992449
844	6357.922433
845	6354.707721
846	6345.84534
847	6344.481979
848	6338.96659
849	6329.821511
850	6322.867439
851	6315.623723
852	6307.637586
853	6303.716719
854	6295.751095
855	6285.59914
856	6281.944956
857	6274.729874
858	6273.903463
859	6267.622505
860	6260.479201
861	6255.577364
862	6246.542946
863	6238.730996
864	6233.989295
865	6227.550017
866	6220.02388
867	6216.430312
868	6212.544434
869	6203.730038
870	6195.533283
871	6184.723554
872	6175.389889
873	6171.376047
874	6165.802147
875	6156.91125
876	6151.521061
877	6142.43734
878	6135.638887
879	6128.532861
880	6123.524347
881	6117.633657
882	6113.191911
883	6108.709732
884	6102.905474
885	6098.028258
886	6094.046494
887	6083.679131
888	6076.31892
889	6070.206144
890	6065.928121
891	6059.499478
892	6053.229842
893	6046.511039
894	6041.498093
895	6034.837539
896	6024.951489
897	6017.845723
898	6010.613304
899	6002.200947
900	5996.586733
901	5991.581058
902	5988.425502
903	5985.217255
904	5979.121126
905	5970.918976
906	5962.10925
907	5955.041019
908	5945.724873
909	5936.101713
910	5929.629133
911	5923.125388
912	5919.179108
913	5910.795958
914	5905.483892
915	5898.820433
916	5894.133576
917	5889.364616
918	5882.866076
919	5876.90349
920	5867.059213
921	5858.977346
922	5851.975528
923	5846.81706
924	5846.327791
925	5839.630655
926	5832.688894
927	5830.103879
928	5829.595075
929	5819.713731
930	5810.873658
931	5803.774387
932	5797.151431
933	5792.940132
934	5790.751111
935	5783.052718
936	5771.812121
937	5766.407108
938	5758.365327
939	5749.654554
940	5743.665068
941	5735.748249
942	5728.057612
943	5726.913659
944	5722.460209
945	5717.616639
946	5708.924261
947	5704.966529
948	5697.493215
949	5694.842421
950	5687.715081
951	5681.244956
952	5673.906468
953	5665.054648
954	5656.108458
955	5652.340867
956	5648.986613
957	5642.85752
958	5639.867961
959	5635.02891
960	5626.840555
961	5626.213186
962	5621.082214
963	5620.352538
964	5615.408582
965	5608.734346
966	5606.197908
967	5601.458286
968	5597.205589
969	5590.577437
970	5583.546584
971	5579.744671
972	5573.068643
973	5568.194869
974	5557.39886
975	5548.765309
976	5543.23916
977	5538.344989
978	5534.459848
979	5530.053056
980	5524.162698
981	5515.421077
982	5506.92706
983	5500.835535
984	5496.133368
985	5490.41669
986	5486.629174
987	5486.051044
988	5480.939702
989	5475.460521
990	5474.153827
991	5465.731022
992	5463.143283
993	5453.753642
994	5446.610156
995	5441.8587
996	5436.586049
997	5431.471382
998	5427.236964
999	5423.284277
